--
-- TOC entry 4910 (class 0 OID 41045)
-- Dependencies: 221
-- Data for Name: dim_centro_distribuicao; Type: TABLE DATA; Schema: dw; Owner: -
--

COPY dw.dim_centro_distribuicao (id_centro, cd_id, nome_centro_distribuicao, regiao, cidade, estado, capacidade_armazenagem, tipo_cd) FROM stdin;
211	1	CD Joinville	Norte	\N	\N	5000	Regional
2024-06-30	2	P1005	Produto F	148	235	ENTRADA	-724
2024-01-15	3	P1005	Produto F	16	153	ENTRADA	-137
2024-01-18	3	P1005	Produto C	143	261	ENTRADA	-255
2024-01-25	3	P1005	Produto E	281	143	ENTRADA	-117
2024-02-07	3	P1005	Produto C	186	148	ENTRADA	-79
2024-02-19	3	P1005	Produto C	112	253	ENTRADA	-220
2024-02-29	3	P1005	Produto E	4	77	ENTRADA	-293
2024-03-25	3	P1005	Produto B	186	137	ENTRADA	-58
2024-03-25	3	P1005	Produto E	194	8	ENTRADA	-107
2024-04-08	3	P1005	Produto E	124	137	ENTRADA	-71
2024-04-17	3	P1005	Produto C	124	272	ENTRADA	-219
2024-04-21	3	P1005	Produto F	75	293	ENTRADA	-437
2024-04-22	3	P1005	Produto D	206	126	ENTRADA	-357
2024-04-26	3	P1005	Produto E	297	163	ENTRADA	-223
2024-05-04	3	P1005	Produto B	138	272	ENTRADA	-357
2024-05-23	3	P1005	Produto F	184	284	ENTRADA	-457
2024-06-04	3	P1005	Produto F	225	207	ENTRADA	-439
2024-06-05	3	P1005	Produto F	81	255	ENTRADA	-613
2024-06-07	3	P1005	Produto D	181	166	ENTRADA	-598
2024-06-19	3	P1005	Produto E	45	87	ENTRADA	-640
2024-06-25	3	P1005	Produto F	157	145	ENTRADA	-628
2024-01-08	4	P1005	Produto B	252	13	ENTRADA	239
2024-01-18	4	P1005	Produto D	180	90	ENTRADA	329
2024-01-24	4	P1005	Produto D	219	19	ENTRADA	529
2024-01-28	4	P1005	Produto F	62	72	ENTRADA	519
2024-01-30	4	P1005	Produto C	263	11	ENTRADA	771
2024-01-31	4	P1005	Produto A	38	38	ENTRADA	771
2024-02-07	4	P1005	Produto D	183	14	ENTRADA	940
2024-02-15	4	P1005	Produto F	128	48	ENTRADA	1020
2024-02-18	4	P1005	Produto E	35	100	ENTRADA	955
2024-02-20	4	P1005	Produto E	274	289	ENTRADA	940
2024-02-24	4	P1005	Produto E	118	182	ENTRADA	876
2024-02-25	4	P1005	Produto E	244	21	ENTRADA	1099
2024-03-03	4	P1005	Produto A	186	208	ENTRADA	1077
2024-03-18	4	P1005	Produto D	26	156	ENTRADA	947
2024-03-28	4	P1005	Produto A	14	3	ENTRADA	958
2024-04-12	4	P1005	Produto C	71	188	ENTRADA	841
2024-04-14	4	P1005	Produto A	254	206	ENTRADA	889
2024-04-17	4	P1005	Produto D	72	166	ENTRADA	795
2024-05-11	4	P1005	Produto B	282	170	ENTRADA	907
2024-05-28	4	P1005	Produto B	195	33	ENTRADA	1069
2024-06-17	4	P1005	Produto C	148	98	ENTRADA	1119
2024-06-27	4	P1005	Produto C	47	115	ENTRADA	1051
2024-01-19	5	P1005	Produto D	4	144	ENTRADA	-140
2024-01-26	5	P1005	Produto E	236	236	ENTRADA	-140
2024-02-09	5	P1005	Produto B	52	279	ENTRADA	-367
2024-03-03	5	P1005	Produto F	195	241	ENTRADA	-413
2024-03-08	5	P1005	Produto A	161	41	ENTRADA	-293
2024-03-22	5	P1005	Produto D	187	190	ENTRADA	-296
2024-04-07	5	P1005	Produto C	103	255	ENTRADA	-448
2024-04-15	5	P1005	Produto C	284	147	ENTRADA	-311
2024-04-28	5	P1005	Produto F	40	110	ENTRADA	-381
2024-05-03	5	P1005	Produto C	227	274	ENTRADA	-428
2024-05-08	5	P1005	Produto D	60	53	ENTRADA	-421
2024-05-26	5	P1005	Produto A	89	219	ENTRADA	-551
2024-06-04	5	P1005	Produto A	36	44	ENTRADA	-559
2024-06-04	5	P1005	Produto B	197	56	ENTRADA	-418
2024-06-06	5	P1005	Produto E	52	274	ENTRADA	-640
2024-06-09	5	P1005	Produto A	34	215	ENTRADA	-821
2024-06-11	5	P1005	Produto A	163	286	ENTRADA	-944
2024-06-14	5	P1005	Produto D	285	264	ENTRADA	-923
2024-06-17	5	P1005	Produto B	29	189	ENTRADA	-1083
2024-01-03	6	P1005	Produto D	234	107	ENTRADA	127
2024-01-08	6	P1005	Produto F	174	289	ENTRADA	12
2024-01-09	6	P1005	Produto A	175	17	ENTRADA	170
2024-01-27	6	P1005	Produto E	294	232	ENTRADA	232
2024-01-27	6	P1005	Produto F	146	203	ENTRADA	175
2024-02-03	6	P1005	Produto B	204	125	ENTRADA	254
2024-02-07	6	P1005	Produto C	263	282	ENTRADA	235
2024-02-23	6	P1005	Produto A	137	167	ENTRADA	205
2024-02-25	6	P1005	Produto E	72	58	ENTRADA	219
2024-03-04	6	P1005	Produto F	138	258	ENTRADA	99
2024-03-09	6	P1005	Produto C	75	153	ENTRADA	21
2024-03-27	6	P1005	Produto D	206	150	ENTRADA	77
2024-03-29	6	P1005	Produto B	69	47	ENTRADA	99
2024-04-25	6	P1005	Produto B	249	24	ENTRADA	324
2024-05-19	6	P1005	Produto F	4	183	ENTRADA	145
2024-05-25	6	P1005	Produto D	175	283	ENTRADA	293
2024-05-25	6	P1005	Produto A	278	22	ENTRADA	401
2024-06-17	6	P1005	Produto D	156	155	ENTRADA	294
2024-06-29	6	P1005	Produto F	69	111	ENTRADA	252
2024-01-13	7	P1005	Produto A	155	188	ENTRADA	-33
2024-01-15	7	P1005	Produto E	74	287	ENTRADA	-246
2024-02-01	7	P1005	Produto F	35	231	ENTRADA	-442
2024-02-03	7	P1005	Produto E	273	95	ENTRADA	-264
2024-02-15	7	P1005	Produto C	87	128	ENTRADA	-305
2024-02-18	7	P1005	Produto D	43	185	ENTRADA	-447
2024-02-26	7	P1005	Produto E	41	185	ENTRADA	-591
2024-03-14	7	P1005	Produto D	278	203	ENTRADA	-516
2024-03-24	7	P1005	Produto B	109	145	ENTRADA	-552
2024-04-07	7	P1005	Produto F	121	107	ENTRADA	-538
2024-04-18	7	P1005	Produto E	161	215	ENTRADA	-592
2024-04-25	7	P1005	Produto E	253	180	ENTRADA	-519
2024-05-01	7	P1005	Produto C	265	28	ENTRADA	-282
2024-05-05	7	P1005	Produto A	212	257	ENTRADA	-327
2024-05-08	7	P1005	Produto E	157	268	ENTRADA	-438
2024-05-17	7	P1005	Produto E	234	12	ENTRADA	-216
2024-05-18	7	P1005	Produto D	94	208	ENTRADA	-330
2024-05-24	7	P1005	Produto B	133	107	ENTRADA	-438
2024-05-24	7	P1005	Produto B	3	137	ENTRADA	-464
2024-05-25	7	P1005	Produto B	273	41	ENTRADA	-206
2024-05-30	7	P1005	Produto C	28	35	ENTRADA	-213
2024-06-05	7	P1005	Produto F	257	263	ENTRADA	-219
2024-06-13	7	P1005	Produto F	111	44	ENTRADA	-152
2024-06-19	7	P1005	Produto B	78	145	ENTRADA	-219
2024-01-01	8	P1005	Produto E	3	15	ENTRADA	-12
2024-01-09	8	P1005	Produto A	40	16	ENTRADA	12
2024-01-18	8	P1005	Produto A	281	7	ENTRADA	286
2024-03-05	8	P1005	Produto D	75	173	ENTRADA	188
2024-03-08	8	P1005	Produto B	299	89	ENTRADA	398
2024-03-21	8	P1005	Produto E	27	42	ENTRADA	383
2024-03-28	8	P1005	Produto F	171	176	ENTRADA	378
2024-03-29	8	P1005	Produto E	271	188	ENTRADA	613
2024-03-29	8	P1005	Produto E	228	76	ENTRADA	530
2024-04-10	8	P1005	Produto A	86	42	ENTRADA	657
2024-04-19	8	P1005	Produto F	282	268	ENTRADA	671
2024-04-25	8	P1005	Produto C	227	187	ENTRADA	711
2024-05-22	8	P1005	Produto F	115	91	ENTRADA	735
2024-05-27	8	P1005	Produto B	153	141	ENTRADA	747
2024-05-28	8	P1005	Produto A	266	105	ENTRADA	908
2024-05-29	8	P1005	Produto D	29	116	ENTRADA	821
2024-05-30	8	P1005	Produto C	171	213	ENTRADA	779
2024-06-05	8	P1005	Produto E	46	172	ENTRADA	653
2024-01-13	9	P1005	Produto E	158	97	ENTRADA	61
2024-01-15	9	P1005	Produto B	263	70	ENTRADA	254
2024-02-02	9	P1005	Produto F	76	115	ENTRADA	215
2024-02-11	9	P1005	Produto F	179	281	ENTRADA	113
2024-02-13	9	P1005	Produto B	35	100	ENTRADA	48
2024-02-17	9	P1005	Produto C	44	180	ENTRADA	-88
2024-03-08	9	P1005	Produto F	290	55	ENTRADA	147
2024-03-09	9	P1005	Produto B	218	176	ENTRADA	189
2024-03-10	9	P1005	Produto D	183	106	ENTRADA	266
2024-03-11	9	P1005	Produto D	291	69	ENTRADA	488
2024-03-14	9	P1005	Produto C	116	165	ENTRADA	439
2024-03-18	9	P1005	Produto B	81	191	ENTRADA	329
2024-03-26	9	P1005	Produto F	157	267	ENTRADA	219
2024-03-27	9	P1005	Produto C	121	146	ENTRADA	194
2024-04-03	9	P1005	Produto D	210	139	ENTRADA	265
2024-04-13	9	P1005	Produto D	142	287	ENTRADA	120
2024-04-17	9	P1005	Produto C	270	246	ENTRADA	144
2024-04-18	9	P1005	Produto B	295	111	ENTRADA	328
2024-04-28	9	P1005	Produto F	275	230	ENTRADA	373
2024-04-30	9	P1005	Produto F	53	115	ENTRADA	311
2024-05-09	9	P1005	Produto B	219	105	ENTRADA	425
2024-06-05	9	P1005	Produto B	225	204	ENTRADA	446
2024-06-12	9	P1005	Produto F	105	287	ENTRADA	264
2024-06-14	9	P1005	Produto B	297	295	ENTRADA	266
2024-06-16	9	P1005	Produto A	153	208	ENTRADA	47
2024-06-16	9	P1005	Produto E	4	168	ENTRADA	102
2024-06-28	9	P1005	Produto B	290	62	ENTRADA	275
2024-01-04	10	P1005	Produto B	188	94	ENTRADA	94
2024-01-09	10	P1005	Produto B	91	263	ENTRADA	-78
2024-01-20	10	P1005	Produto A	118	34	ENTRADA	6
2024-01-21	10	P1005	Produto A	104	191	ENTRADA	-81
2024-03-01	10	P1005	Produto F	293	61	ENTRADA	151
2024-03-06	10	P1005	Produto F	133	283	ENTRADA	1
2024-03-21	10	P1005	Produto B	89	114	ENTRADA	-24
2024-03-23	10	P1005	Produto E	98	24	ENTRADA	50
2024-03-25	10	P1005	Produto A	64	133	ENTRADA	-19
2024-04-01	10	P1005	Produto F	0	132	ENTRADA	-151
2024-04-04	10	P1005	Produto A	297	35	ENTRADA	111
2024-04-12	10	P1005	Produto B	246	30	ENTRADA	327
2024-05-02	10	P1005	Produto C	2	181	ENTRADA	148
2024-05-10	10	P1005	Produto D	247	217	ENTRADA	462
2024-05-10	10	P1005	Produto E	292	8	ENTRADA	432
2024-05-24	10	P1005	Produto D	189	121	ENTRADA	530
2024-05-28	10	P1005	Produto D	69	89	ENTRADA	510
2024-06-12	10	P1005	Produto A	191	226	ENTRADA	475
2024-06-12	10	P1005	Produto B	227	65	ENTRADA	637
2024-06-15	10	P1005	Produto C	214	220	ENTRADA	631
2024-06-18	10	P1005	Produto E	266	53	ENTRADA	844
2024-01-04	1	P1006	Produto B	188	290	ENTRADA	-102
2024-01-23	1	P1006	Produto D	129	83	ENTRADA	-56
2024-01-24	1	P1006	Produto E	94	98	ENTRADA	-60
2024-02-15	1	P1006	Produto C	89	294	ENTRADA	-265
2024-02-27	1	P1006	Produto B	188	246	ENTRADA	-323
2024-03-02	1	P1006	Produto F	238	194	ENTRADA	-276
2024-03-02	1	P1006	Produto C	129	126	ENTRADA	-320
2024-03-09	1	P1006	Produto F	203	217	ENTRADA	-290
2024-03-15	1	P1006	Produto E	255	37	ENTRADA	-72
2024-03-23	1	P1006	Produto D	178	185	ENTRADA	-79
2024-04-07	1	P1006	Produto B	246	121	ENTRADA	46
2024-04-24	1	P1006	Produto C	218	90	ENTRADA	174
2024-05-02	1	P1006	Produto E	97	197	ENTRADA	74
2024-05-09	1	P1006	Produto C	298	97	ENTRADA	275
2024-05-18	1	P1006	Produto C	57	25	ENTRADA	307
2024-06-12	1	P1006	Produto F	237	24	ENTRADA	520
2024-06-28	1	P1006	Produto A	51	267	ENTRADA	304
2024-01-21	2	P1006	Produto B	94	165	ENTRADA	-71
2024-02-23	2	P1006	Produto F	68	288	ENTRADA	-291
2024-03-11	2	P1006	Produto E	205	77	ENTRADA	-163
2024-03-26	2	P1006	Produto B	222	221	ENTRADA	-162
2024-03-29	2	P1006	Produto C	177	252	ENTRADA	-237
2024-04-08	2	P1006	Produto A	151	249	ENTRADA	-112
2024-04-08	2	P1006	Produto C	235	12	ENTRADA	-14
2024-04-09	2	P1006	Produto A	283	67	ENTRADA	104
2024-04-22	2	P1006	Produto F	131	263	ENTRADA	-28
2024-04-26	2	P1006	Produto B	202	148	ENTRADA	26
2024-04-28	2	P1006	Produto B	44	178	ENTRADA	-108
2024-05-14	2	P1006	Produto C	160	0	ENTRADA	52
2024-05-27	2	P1006	Produto B	52	21	ENTRADA	83
2024-06-09	2	P1006	Produto C	225	14	ENTRADA	294
2024-06-15	2	P1006	Produto F	80	68	ENTRADA	306
2024-06-20	2	P1006	Produto A	290	285	ENTRADA	311
2024-06-23	2	P1006	Produto D	18	16	ENTRADA	313
2024-01-04	3	P1006	Produto C	101	172	ENTRADA	-71
2024-01-08	3	P1006	Produto B	208	72	ENTRADA	-2
2024-01-08	3	P1006	Produto E	188	255	ENTRADA	-138
2024-01-18	3	P1006	Produto F	153	259	ENTRADA	-108
2024-01-21	3	P1006	Produto D	156	178	ENTRADA	-130
2024-02-01	3	P1006	Produto A	121	31	ENTRADA	-40
2024-02-11	3	P1006	Produto C	97	70	ENTRADA	-13
2024-02-24	3	P1006	Produto F	241	120	ENTRADA	108
2024-03-10	3	P1006	Produto B	232	223	ENTRADA	117
2024-04-07	3	P1006	Produto F	229	219	ENTRADA	127
2024-04-13	3	P1006	Produto F	197	86	ENTRADA	238
2024-04-18	3	P1006	Produto A	117	260	ENTRADA	95
2024-05-04	3	P1006	Produto F	265	139	ENTRADA	221
2024-05-06	3	P1006	Produto E	125	149	ENTRADA	197
2024-05-06	3	P1006	Produto B	283	74	ENTRADA	406
2024-05-07	3	P1006	Produto A	179	197	ENTRADA	388
2024-05-07	3	P1006	Produto D	37	238	ENTRADA	187
2024-05-23	3	P1006	Produto C	100	185	ENTRADA	102
2024-05-29	3	P1006	Produto C	265	72	ENTRADA	295
2024-06-01	3	P1006	Produto A	267	181	ENTRADA	381
2024-06-14	3	P1006	Produto E	128	172	ENTRADA	337
2024-06-20	3	P1006	Produto F	11	274	ENTRADA	74
2024-06-21	3	P1006	Produto D	193	161	ENTRADA	106
2024-06-23	3	P1006	Produto A	49	1	ENTRADA	154
2024-06-24	3	P1006	Produto F	237	157	ENTRADA	234
2024-01-09	4	P1006	Produto B	133	210	ENTRADA	-77
2024-01-22	4	P1006	Produto D	212	171	ENTRADA	-36
2024-01-25	4	P1006	Produto B	65	174	ENTRADA	-145
2024-01-28	4	P1006	Produto F	127	230	ENTRADA	-248
2024-02-11	4	P1006	Produto D	262	258	ENTRADA	-244
2024-02-26	4	P1006	Produto A	181	173	ENTRADA	-236
2024-03-09	4	P1006	Produto A	236	247	ENTRADA	-247
2024-03-24	4	P1006	Produto F	171	172	ENTRADA	-20
2024-03-24	4	P1006	Produto F	234	6	ENTRADA	-19
2024-04-06	4	P1006	Produto F	34	285	ENTRADA	-271
2024-04-10	4	P1006	Produto C	63	90	ENTRADA	-298
2024-05-05	4	P1006	Produto A	168	216	ENTRADA	-346
2024-05-09	4	P1006	Produto C	26	194	ENTRADA	-514
2024-05-28	4	P1006	Produto F	230	287	ENTRADA	-571
2024-06-21	4	P1006	Produto F	126	216	ENTRADA	-661
2024-01-05	5	P1006	Produto C	135	144	ENTRADA	-242
2024-01-05	5	P1006	Produto B	66	299	ENTRADA	-233
2024-02-15	5	P1006	Produto C	232	36	ENTRADA	-46
2024-02-26	5	P1006	Produto C	32	49	ENTRADA	-63
2024-02-27	5	P1006	Produto E	202	251	ENTRADA	-112
2024-03-16	5	P1006	Produto F	70	179	ENTRADA	-221
2024-03-17	5	P1006	Produto D	257	126	ENTRADA	-90
2024-03-26	5	P1006	Produto B	61	218	ENTRADA	-247
2024-04-04	5	P1006	Produto C	22	52	ENTRADA	-277
2024-05-10	5	P1006	Produto A	295	71	ENTRADA	-53
2024-05-25	5	P1006	Produto D	29	44	ENTRADA	-68
2024-05-28	5	P1006	Produto F	237	134	ENTRADA	35
2024-06-02	5	P1006	Produto E	201	37	ENTRADA	199
2024-06-19	5	P1006	Produto E	111	54	ENTRADA	256
2024-06-27	5	P1006	Produto C	81	91	ENTRADA	246
2024-01-04	6	P1006	Produto A	93	61	ENTRADA	32
2024-01-17	6	P1006	Produto A	206	109	ENTRADA	129
2024-01-18	6	P1006	Produto A	208	125	ENTRADA	212
2024-01-20	6	P1006	Produto C	241	145	ENTRADA	308
2024-01-25	6	P1006	Produto D	52	221	ENTRADA	139
2024-02-21	6	P1006	Produto D	56	46	ENTRADA	149
2024-02-25	6	P1006	Produto B	27	77	ENTRADA	99
2024-03-13	6	P1006	Produto D	244	2	ENTRADA	341
2024-03-26	6	P1006	Produto B	182	206	ENTRADA	317
2024-04-05	6	P1006	Produto A	87	263	ENTRADA	141
2024-04-19	6	P1006	Produto E	250	211	ENTRADA	180
2024-05-04	6	P1006	Produto D	101	18	ENTRADA	263
2024-05-08	6	P1006	Produto E	132	201	ENTRADA	194
2024-05-15	6	P1006	Produto D	238	184	ENTRADA	248
2024-05-27	6	P1006	Produto D	62	188	ENTRADA	122
2024-05-28	6	P1006	Produto E	137	64	ENTRADA	195
2024-05-29	6	P1006	Produto A	5	205	ENTRADA	-5
2024-05-30	6	P1006	Produto C	21	284	ENTRADA	-268
2024-06-01	6	P1006	Produto C	208	88	ENTRADA	-148
2024-06-08	6	P1006	Produto D	147	160	ENTRADA	-161
2024-06-14	6	P1006	Produto A	209	60	ENTRADA	-12
2024-01-03	7	P1006	Produto C	136	164	ENTRADA	-28
2024-01-04	7	P1006	Produto B	145	270	ENTRADA	-153
2024-01-11	7	P1006	Produto C	117	151	ENTRADA	-187
2024-01-15	7	P1006	Produto F	20	106	ENTRADA	-273
2024-02-04	7	P1006	Produto A	99	6	ENTRADA	-180
2024-02-07	7	P1006	Produto B	168	9	ENTRADA	-21
2024-02-20	7	P1006	Produto F	274	75	ENTRADA	178
2024-03-24	7	P1006	Produto D	12	44	ENTRADA	146
2024-04-15	7	P1006	Produto F	276	213	ENTRADA	209
2024-04-20	7	P1006	Produto C	238	273	ENTRADA	174
2024-05-01	7	P1006	Produto B	265	148	ENTRADA	291
2024-05-02	7	P1006	Produto D	28	244	ENTRADA	75
2024-05-14	7	P1006	Produto E	211	2	ENTRADA	164
2024-05-14	7	P1006	Produto C	127	247	ENTRADA	-45
2024-05-21	7	P1006	Produto D	168	43	ENTRADA	289
2024-06-17	7	P1006	Produto A	16	97	ENTRADA	208
2024-06-27	7	P1006	Produto D	225	293	ENTRADA	140
2024-01-02	8	P1006	Produto C	6	205	ENTRADA	-199
2024-01-03	8	P1006	Produto E	260	53	ENTRADA	8
2024-01-10	8	P1006	Produto C	111	144	ENTRADA	-25
2024-01-21	8	P1006	Produto D	151	258	ENTRADA	-132
2024-02-10	8	P1006	Produto A	144	215	ENTRADA	-203
2024-02-13	8	P1006	Produto C	100	94	ENTRADA	-197
2024-02-28	8	P1006	Produto D	11	140	ENTRADA	-326
2024-03-16	8	P1006	Produto E	24	289	ENTRADA	-591
2024-03-18	8	P1006	Produto C	164	181	ENTRADA	-654
2024-03-18	8	P1006	Produto B	235	281	ENTRADA	-637
2024-03-25	8	P1006	Produto F	101	191	ENTRADA	-744
2024-04-01	8	P1006	Produto D	181	24	ENTRADA	-587
2024-04-07	8	P1006	Produto F	141	99	ENTRADA	-545
2024-04-22	8	P1006	Produto C	64	291	ENTRADA	-772
2024-04-25	8	P1006	Produto D	35	286	ENTRADA	-1023
2024-05-25	8	P1006	Produto C	124	22	ENTRADA	-921
2024-05-26	8	P1006	Produto D	37	118	ENTRADA	-1002
2024-05-28	8	P1006	Produto E	56	38	ENTRADA	-984
2024-06-01	8	P1006	Produto C	43	96	ENTRADA	-1037
2024-06-16	8	P1006	Produto B	101	214	ENTRADA	-1150
2024-01-20	9	P1006	Produto B	11	69	ENTRADA	-58
2024-02-09	9	P1006	Produto C	256	100	ENTRADA	98
2024-02-26	9	P1006	Produto A	182	22	ENTRADA	258
2024-02-27	9	P1006	Produto D	295	165	ENTRADA	388
2024-03-18	9	P1006	Produto A	50	172	ENTRADA	266
2024-03-21	9	P1006	Produto D	234	212	ENTRADA	288
2024-06-07	9	P1006	Produto B	281	240	ENTRADA	329
2024-06-17	9	P1006	Produto C	115	47	ENTRADA	397
2024-06-19	9	P1006	Produto D	51	110	ENTRADA	338
2024-06-19	9	P1006	Produto E	220	82	ENTRADA	476
2024-01-05	10	P1006	Produto C	206	14	ENTRADA	192
2024-01-12	10	P1006	Produto D	155	7	ENTRADA	200
2024-01-12	10	P1006	Produto B	77	217	ENTRADA	52
2024-01-25	10	P1006	Produto B	173	279	ENTRADA	137
2024-01-25	10	P1006	Produto B	199	156	ENTRADA	243
2024-01-27	10	P1006	Produto A	179	31	ENTRADA	285
2024-02-20	10	P1006	Produto B	50	117	ENTRADA	218
2024-02-22	10	P1006	Produto D	202	183	ENTRADA	66
2024-02-22	10	P1006	Produto F	44	215	ENTRADA	47
2024-03-04	10	P1006	Produto A	138	88	ENTRADA	116
2024-03-07	10	P1006	Produto F	72	281	ENTRADA	-21
2024-03-07	10	P1006	Produto F	268	196	ENTRADA	188
2024-03-30	10	P1006	Produto D	208	13	ENTRADA	174
2024-04-15	10	P1006	Produto C	41	180	ENTRADA	35
2024-04-24	10	P1006	Produto E	267	130	ENTRADA	172
2024-05-09	10	P1006	Produto C	6	2	ENTRADA	176
2024-05-20	10	P1006	Produto D	93	38	ENTRADA	231
2024-05-28	10	P1006	Produto D	181	0	ENTRADA	412
\.


--
